data,hora,erro,hPa,tp,ur,vs_med,vs_max,vs_min,vs_dev,ds_med,ds_dev,vi_med,vi_max,vi_min,vi_dev,di_med,di_dev,vm_med,vm_max,vm_min,vm_dev
2018-05-23 06:10:00,61000,0,971,10.9,68,3.79,4,3.5,0.09,210,15,2.85,3.47,2.23,0.23,218,5,3.44,3.8,2.88,0.17
2018-05-23 06:20:00,62000,0,971,10.9,67.8,3.85,4.23,3.45,0.15,206,11,3.25,3.56,2.87,0.13,215,18,3.58,3.89,3.25,0.12
2018-05-23 06:30:00,63000,0,972,10.8,68,3.68,4.09,3.22,0.15,204,10,3.53,3.84,2.73,0.16,211,16,3.52,3.94,2.93,0.23
2018-05-23 06:40:00,64000,0,972,10.8,68.1,3.76,4.36,3.13,0.28,194,2,3.47,4.34,2.5,0.44,194,4,3.58,4.31,2.7,0.35
2018-05-23 06:50:00,65000,0,972,10.9,67.6,3.89,4.23,3.59,0.14,187,5,3.35,4.02,2.83,0.23,184,5,3.66,4.17,3.3,0.18
2018-05-23 07:00:00,70000,0,972,10.9,67.3,3.69,4.04,3.36,0.15,175,4,3.16,3.79,2.73,0.21,178,3,3.47,3.99,3.02,0.24
2018-05-23 07:10:00,71000,0,972,10.9,67.4,3.55,3.86,2.95,0.21,174,2,3.12,3.61,2.37,0.21,177,3,3.44,3.76,2.93,0.17
2018-05-23 07:20:00,72000,0,972,10.9,67.4,2.87,3.18,2.54,0.13,177,3,2.63,3.19,1.86,0.23,182,6,2.92,3.34,2.47,0.12
2018-05-23 07:30:00,73000,0,972,10.9,67.5,2.81,3.27,2.31,0.2,182,2,2.36,2.78,1.91,0.2,193,3,2.61,2.98,2.06,0.21
2018-05-23 07:40:00,74000,0,972,11,67.2,2.35,2.58,2.13,0.08,179,4,1.96,2.23,1.72,0.11,187,9,2.16,2.42,1.87,0.09
2018-05-23 07:50:00,75000,0,972,11.2,66.5,2.55,2.95,2.26,0.14,176,2,2.36,2.69,2,0.15,177,2,2.34,2.56,2.1,0.1
2018-05-23 08:00:00,80000,0,972,11.3,66.8,2.96,3.22,2.63,0.09,174,2,2.64,2.83,2.23,0.09,173,3,2.71,2.93,2.33,0.1
2018-05-23 08:10:00,81000,0,972,11.5,66,2.76,3.09,2.45,0.13,164,3,2.32,2.64,2,0.15,163,3,2.43,2.84,2.06,0.18
2018-05-23 08:20:00,82000,0,972,11.6,63.2,2.99,3.18,2.63,0.1,158,2,2.51,2.64,2.27,0.07,160,1,2.63,2.88,2.24,0.13
2018-05-23 08:30:00,83000,0,972,11.7,62.2,2.59,2.9,2.08,0.16,150,3,2.09,2.37,1.81,0.1,154,2,2.29,2.65,1.92,0.13
2018-05-23 08:40:00,84000,0,972,11.9,61.4,2.27,2.63,1.99,0.11,151,4,1.78,2.09,1.4,0.16,144,4,2,2.29,1.74,0.11
2018-05-23 08:50:00,85000,0,971,12,61.4,2.33,2.49,2.13,0.08,166,3,1.82,2.09,1.68,0.08,154,3,2.05,2.24,1.78,0.11
2018-05-23 09:00:00,90000,0,971,12,61.4,2.25,2.49,1.99,0.09,161,2,1.89,2.04,1.72,0.06,147,2,2.06,2.29,1.78,0.09
2018-05-23 09:10:00,91000,0,971,12,61.3,2.44,2.63,2.13,0.11,161,2,2.07,2.41,1.81,0.1,145,5,2.24,2.52,1.92,0.11
2018-05-23 09:20:00,92000,0,971,12,61.8,2.49,2.81,2.17,0.12,161,2,2.04,2.37,1.77,0.13,147,6,2.21,2.52,1.97,0.11
2018-05-23 09:30:00,93000,0,971,12,64.7,2.72,3.45,1.62,0.43,164,7,2.3,3.38,1.49,0.4,163,8,2.45,3.39,1.69,0.42
2018-05-23 09:40:00,94000,0,971,11.9,65.9,3.24,4.18,1.81,0.52,158,7,2.97,3.88,1.77,0.47,162,8,3.09,4.13,1.83,0.47
2018-05-23 09:50:00,95000,0,972,12,66.6,3.29,5.09,2.22,0.56,167,7,3.13,4.52,2.18,0.44,170,9,3.22,4.58,2.24,0.45
2018-05-23 10:00:00,100000,0,972,12,66.6,4.36,5.87,2.86,0.56,165,7,4.21,5.53,2.46,0.63,167,6,4.28,5.41,2.79,0.61
2018-05-23 10:10:00,101000,0,972,12,65.8,4.48,5.69,3.22,0.52,167,5,4.45,5.76,2.6,0.64,167,6,4.42,5.64,2.84,0.57
2018-05-23 10:20:00,102000,0,972,12.2,64.9,4.32,5.69,2.86,0.46,163,6,4.27,5.49,2.96,0.41,165,8,4.22,5.36,2.93,0.45
2018-05-23 10:30:00,103000,0,972,12.3,64,4.78,5.96,3.36,0.52,162,6,4.68,5.72,2.69,0.49,166,8,4.66,6.19,3.25,0.51
2018-05-23 10:40:00,104000,0,972,12.3,62.4,4.81,6.01,3.68,0.4,161,6,4.72,5.9,3.65,0.38,161,5,4.75,6.01,3.39,0.47
2018-05-23 10:50:00,105000,0,972,12.5,62.1,4.52,5.73,2.4,0.49,153,7,4.56,5.9,3.33,0.51,153,8,4.55,6.56,3.11,0.52
2018-05-23 11:00:00,110000,0,973,12.6,59.6,4.66,6.28,3.13,0.61,156,8,4.57,6.59,2.5,0.67,161,7,4.61,5.96,2.84,0.65
2018-05-23 11:10:00,111000,0,973,12.8,57.5,3.5,5.5,2.04,0.62,159,11,3.67,4.94,2.32,0.58,163,10,3.51,4.86,2.29,0.56
2018-05-23 11:20:00,112000,0,973,13,56.9,3,4.86,1.21,0.7,143,17,2.67,4.57,1.22,0.64,149,20,2.85,4.35,1.05,0.69
2018-05-23 11:30:00,113000,0,972,13.5,56.3,2.27,4.45,0.62,0.79,130,28,2.36,4.34,0.99,0.71,141,26,2.22,4.58,0.68,0.78
2018-05-23 11:40:00,114000,0,972,13.6,55,3.01,4.59,1.26,0.58,104,14,2.85,4.75,1.08,0.61,103,12,2.89,4.4,0.95,0.59
2018-05-23 11:50:00,115000,0,972,13.7,55.8,2.27,3.82,1.03,0.5,94,17,2.09,3.33,0.94,0.5,102,19,2.22,3.8,0.82,0.6
2018-05-23 12:00:00,120000,0,971,13.8,55.3,2.23,3.59,0.71,0.51,84,15,2.52,3.88,1.36,0.47,84,11,2.41,3.62,1.18,0.5
2018-05-23 12:10:00,121000,0,971,13.9,53.7,2.31,3.54,0.85,0.47,119,17,2.18,3.65,0.85,0.6,120,21,2.24,3.76,1.14,0.51
2018-05-23 12:20:00,122000,0,971,14.2,52.4,1.89,3.68,0.57,0.66,110,26,1.7,3.79,0,0.8,116,34,1.74,3.76,0.4,0.74
2018-05-23 12:30:00,123000,0,971,14.5,53,1.62,2.77,0,0.5,102,24,1.57,3.01,0,0.62,116,30,1.63,2.75,0,0.53
2018-05-23 12:40:00,124000,0,971,14.6,50.2,1.88,3.31,0.85,0.46,157,28,1.8,2.87,0.76,0.43,165,29,1.89,2.93,0.86,0.42
2018-05-23 12:50:00,125000,0,971,15.3,47.8,0.96,2.4,0,0.54,132,58,0.83,1.91,0,0.5,134,57,0.93,2.33,0,0.54
2018-05-23 13:00:00,130000,0,971,15.5,48.4,1.45,2.81,0.67,0.34,101,38,1.2,2.41,0.3,0.37,96,42,1.34,2.38,0,0.36
2018-05-23 13:10:00,131000,0,970,15.5,47.6,1.05,2.04,0,0.45,139,33,1.11,2.23,0,0.44,136,30,1.13,2.1,0,0.43
2018-05-23 13:20:00,132000,0,970,16.2,47.4,1.16,3.31,0,0.71,45,54,1,3.38,0,0.82,83,62,1.1,3.16,0,0.69
2018-05-23 13:30:00,133000,0,970,15.7,49,1.59,2.54,0.44,0.45,83,23,1.75,2.78,0.67,0.49,94,28,1.63,2.84,0.59,0.44
2018-05-23 13:40:00,134000,0,970,15.7,48.8,1.42,2.49,0.48,0.44,106,19,1.48,2.6,0.39,0.47,93,20,1.45,2.61,0.68,0.44
2018-05-23 13:50:00,135000,0,970,16.1,48.2,1.15,2.54,0,0.5,69,47,0.99,2,0,0.41,81,41,1.03,2.65,0,0.55
2018-05-23 14:00:00,140000,0,970,16.2,46.8,1.35,2.45,0.39,0.5,352,45,1.09,2.46,0,0.46,3,46,1.4,2.65,0.36,0.56
2018-05-23 14:10:00,141000,0,970,16.6,45.5,1.09,2.13,0,0.36,273,45,1.41,2.32,0.34,0.3,275,25,1.14,1.69,0,0.31
2018-05-23 14:20:00,142000,0,970,16.4,47.4,1.29,2.58,0,0.47,161,60,1.25,2.46,0,0.46,201,67,1.25,2.79,0,0.47
2018-05-23 14:30:00,143000,0,969,16.5,45.8,1.17,2.95,0,0.65,82,55,0.89,2.18,0,0.44,52,52,0.92,2.38,0,0.48
2018-05-23 14:40:00,144000,0,969,16.4,45.6,1.34,2.35,0,0.38,122,39,1.19,2.55,0,0.48,97,41,1.37,2.65,0,0.45
2018-05-23 14:50:00,145000,0,969,16.3,46.1,1.26,2.9,0,0.41,117,58,1.3,3.1,0.34,0.45,110,51,1.4,3.34,0,0.58
2018-05-23 15:00:00,150000,0,969,16.5,46.1,1.61,3.4,0.8,0.51,355,20,1.46,3.1,0,0.55,18,23,1.45,3.3,0.63,0.55
2018-05-23 15:10:00,151000,0,969,16.4,45.4,1.9,3.54,0.89,0.56,335,16,2.03,3.06,0.48,0.49,331,14,2.06,3.39,0.91,0.51
2018-05-23 15:20:00,152000,0,969,16.6,44.3,1.06,1.81,0,0.33,338,27,1.23,2.27,0.62,0.36,347,18,1.09,1.74,0.36,0.28
2018-05-23 15:30:00,153000,0,969,16.8,44.5,1.47,2.95,0,0.72,323,35,2.03,3.42,0.3,0.69,343,25,1.7,3.34,0,0.75
2018-05-23 15:40:00,154000,0,969,16.7,44.1,1.62,2.9,0,0.58,314,31,1.52,2.64,0,0.66,332,28,1.67,3.3,0,0.7
2018-05-23 15:50:00,155000,0,969,16.9,44,1.26,2.49,0.35,0.51,289,24,1.21,2,0,0.43,302,43,1.25,2.7,0,0.55
2018-05-23 16:00:00,160000,0,969,17.1,42.4,0.89,1.67,0,0.4,270,45,0.81,2.14,0,0.58,295,50,0.78,1.92,0,0.42
2018-05-23 16:10:00,161000,0,969,17.4,41.4,1.03,1.85,0,0.46,251,38,1.21,2.04,0.34,0.47,253,41,1.17,2.47,0.31,0.48
2018-05-23 16:20:00,162000,0,969,16.7,41.8,1.17,1.81,0.76,0.21,240,15,1.06,1.68,0.57,0.23,248,13,1.13,1.78,0.63,0.25
2018-05-23 16:30:00,163000,0,969,16.5,43.2,1.53,2.17,1.08,0.22,193,21,1.41,2.41,0.76,0.31,195,21,1.46,2.1,0.95,0.25
2018-05-23 16:40:00,164000,0,969,16.3,43.7,1.59,2.13,1.12,0.21,196,21,1.42,2.09,0.71,0.27,202,23,1.43,2.15,0.86,0.27
2018-05-23 16:50:00,165000,0,970,16.3,43.4,1.06,1.9,0.67,0.21,182,16,0.94,2,0.48,0.25,186,17,1.01,1.78,0.54,0.23
2018-05-23 17:00:00,170000,0,970,16.2,44.2,1.72,2.4,1.17,0.28,192,10,1.74,2.46,1.17,0.27,197,12,1.7,2.42,1,0.28
2018-05-23 17:10:00,171000,0,970,16,44.4,1.46,1.85,0.99,0.18,176,8,1.44,1.77,1.03,0.15,181,11,1.44,1.83,0.95,0.17
2018-05-23 17:20:00,172000,0,970,16,44.4,1.31,1.62,0.94,0.17,169,10,1.28,1.72,0.94,0.16,173,9,1.29,1.74,1,0.15
2018-05-23 17:30:00,173000,0,970,15.8,46.8,2.11,2.9,1.26,0.44,145,19,2.22,3.01,1.4,0.47,149,17,2.13,2.93,1.37,0.5
2018-05-23 17:40:00,174000,0,970,15.4,51.5,2.87,3.22,2.45,0.16,139,5,3.01,3.33,2.55,0.17,143,7,2.95,3.25,2.56,0.15
2018-05-23 17:50:00,175000,0,971,15.2,52.9,2.86,3.09,2.67,0.08,145,3,2.91,3.19,2.69,0.09,148,3,2.88,3.16,2.65,0.09
2018-05-23 18:00:00,180000,0,971,15,53.8,3.21,3.63,2.86,0.19,138,3,3.07,3.38,2.69,0.12,143,3,3.23,3.53,2.84,0.14
2018-05-23 18:10:00,181000,0,971,14.9,54.5,3.19,3.4,3.04,0.08,137,3,3.07,3.42,2.78,0.16,144,3,3.16,3.39,2.93,0.07
2018-05-23 18:20:00,182000,0,971,14.9,53.7,3.06,3.36,2.77,0.15,136,3,3.09,3.42,2.92,0.1,145,3,3.15,3.44,2.88,0.13
2018-05-23 18:30:00,183000,0,971,14.9,53.7,2.98,3.13,2.81,0.05,142,1,3.24,3.51,3.01,0.11,150,1,3.12,3.3,2.98,0.06
2018-05-23 18:40:00,184000,0,971,14.8,53.4,2.81,3.09,2.58,0.1,141,2,3.34,3.7,3.06,0.14,150,2,3.09,3.3,2.93,0.08
2018-05-23 18:50:00,185000,0,972,14.8,53,2.89,3.31,2.58,0.19,142,2,3.47,3.74,3.24,0.12,153,1,3.2,3.53,2.93,0.13
2018-05-23 19:00:00,190000,0,972,14.8,52.5,3.34,3.59,3.18,0.11,149,2,3.77,3.97,3.56,0.08,155,1,3.6,3.99,3.34,0.15
2018-05-23 19:10:00,191000,0,972,14.7,52,3.64,3.86,3.4,0.09,144,6,3.74,4.02,2.92,0.21,142,8,3.73,4.03,3.21,0.11
2018-05-23 19:20:00,192000,0,972,14.6,52.6,3.39,3.86,2.95,0.16,135,5,2.97,3.7,2.37,0.22,133,5,3.22,3.76,2.65,0.19
2018-05-23 19:30:00,193000,0,972,14.7,51.3,3.27,3.4,3.13,0.05,142,1,3.11,3.38,2.6,0.16,137,2,3.19,3.53,3.02,0.07
2018-05-23 19:40:00,194000,0,972,14.7,50.9,3.17,3.31,2.99,0.05,141,3,3.28,3.47,2.96,0.07,137,2,3.15,3.39,2.98,0.06
2018-05-23 19:50:00,195000,0,972,14.6,53.3,3.25,3.59,2.72,0.13,132,2,2.93,3.65,2.37,0.32,131,3,3.05,3.53,2.47,0.22
2018-05-23 20:00:00,200000,0,972,14.6,53.2,2.9,3.5,2.4,0.21,129,4,2.51,2.92,2.14,0.16,130,4,2.64,3.07,2.24,0.17
2018-05-23 20:10:00,201000,0,973,14.5,54.5,2.61,3.04,2.17,0.17,124,5,2.8,3.24,2.18,0.27,125,3,2.71,3.11,2.15,0.23
2018-05-23 20:20:00,202000,0,973,14.4,55.2,2.74,3.13,2.22,0.19,129,6,3.05,3.28,2.55,0.09,125,4,2.85,3.21,2.2,0.21
2018-05-23 20:30:00,203000,0,973,14.4,55,2.64,2.95,2.22,0.16,124,4,2.99,3.28,2.37,0.18,122,3,2.67,3.21,2.1,0.27
2018-05-23 20:40:00,204000,0,973,14.4,56.3,2.99,3.18,2.72,0.06,123,1,3.06,3.28,2.83,0.09,122,1,3.02,3.16,2.88,0.06
2018-05-23 20:50:00,205000,0,973,14.3,56.3,2.92,3.04,2.81,0.04,118,1,2.89,3.06,2.78,0.05,117,2,2.91,3.02,2.79,0.05
2018-05-23 21:00:00,210000,0,973,14.3,55.9,2.95,3.18,2.81,0.05,118,1,2.72,3.06,2.32,0.16,112,2,2.9,3.07,2.65,0.07
2018-05-23 21:10:00,211000,0,973,14.3,55.4,2.79,2.9,2.63,0.06,116,1,2.5,2.73,2.23,0.11,111,2,2.75,2.98,2.56,0.06
2018-05-23 21:20:00,212000,0,973,14.3,56.2,2.81,2.95,2.67,0.05,118,1,2.54,2.87,2.32,0.09,113,3,2.84,2.98,2.65,0.06
2018-05-23 21:30:00,213000,0,973,14.2,58.3,2.84,2.99,2.72,0.06,118,2,2.67,3.06,2.37,0.14,113,2,2.87,3.07,2.7,0.06
2018-05-23 21:40:00,214000,0,973,14.1,59.4,3,3.18,2.81,0.07,115,1,2.79,3.15,2.32,0.15,114,3,2.95,3.25,2.56,0.09
2018-05-23 21:50:00,215000,0,973,14,59.7,3.21,3.54,2.86,0.19,116,1,2.96,3.47,2.37,0.23,113,4,3.15,3.62,2.7,0.18
2018-05-23 22:00:00,220000,0,973,14,59.6,3.27,3.45,3.09,0.08,117,2,3.12,3.51,2.46,0.26,116,4,3.28,3.57,2.84,0.11
2018-05-23 22:10:00,221000,0,973,14,60.3,3.27,3.54,3.09,0.09,117,3,2.82,3.24,2.5,0.15,111,5,3.2,3.57,2.7,0.13
2018-05-23 22:20:00,222000,0,973,14,60,3.36,3.59,3.09,0.07,117,3,2.8,3.42,2.41,0.2,110,5,3.08,3.44,2.7,0.14
2018-05-23 22:30:00,223000,0,973,13.9,60,3.13,3.54,2.67,0.19,112,4,3.07,3.38,2.64,0.1,103,4,2.9,3.3,2.52,0.14
2018-05-23 22:40:00,224000,0,973,13.8,59.8,2.92,3.31,2.49,0.17,113,3,3.03,3.24,2.83,0.07,103,1,2.81,3.16,2.52,0.11
2018-05-23 22:50:00,225000,0,973,13.7,59.5,2.79,3.04,2.35,0.15,101,6,3.32,3.56,3.01,0.1,97,2,2.99,3.3,2.52,0.17
2018-05-23 23:00:00,230000,0,973,13.7,59.3,2.65,2.95,2.4,0.12,101,3,3.22,3.42,3.06,0.07,93,1,2.9,3.16,2.7,0.09
2018-05-23 23:10:00,231000,0,973,13.7,59.1,2.5,2.77,2.26,0.12,94,3,3.1,3.28,2.92,0.07,87,1,2.86,3.02,2.7,0.07
2018-05-23 23:20:00,232000,0,973,13.6,58.3,2.71,2.95,2.49,0.1,93,5,3.16,3.33,3.01,0.06,84,3,3.06,3.21,2.88,0.07
2018-05-23 23:30:00,233000,0,973,13.6,57.2,2.84,2.95,2.67,0.05,79,2,3.07,3.19,2.96,0.04,76,1,3.13,3.25,3.02,0.04
2018-05-23 23:40:00,234000,0,973,13.6,57.7,2.78,2.99,2.63,0.06,82,2,2.98,3.19,2.83,0.08,80,2,3.01,3.21,2.79,0.11
2018-05-23 23:50:00,235000,0,973,13.6,58.1,2.86,3.13,2.54,0.1,81,2,3,3.15,2.87,0.07,82,3,2.98,3.11,2.84,0.06
2018-05-24 00:00:00,0,0,974,13.6,57.5,2.86,3.09,2.58,0.11,84,2,2.89,3.01,2.78,0.05,83,1,3.03,3.25,2.84,0.08
2018-05-24 00:10:00,1000,0,974,13.5,57.4,3.08,3.27,2.72,0.12,80,1,3,3.19,2.73,0.12,78,1,3.13,3.34,2.93,0.1
2018-05-24 00:20:00,2000,0,973,13.6,57.3,3.09,3.27,2.63,0.11,82,2,3.2,3.38,3.06,0.06,79,2,3.29,3.44,3.16,0.05
2018-05-24 00:30:00,3000,0,973,13.6,58,3.12,3.36,2.9,0.1,85,2,3.25,3.42,3.06,0.09,82,1,3.36,3.53,3.16,0.06
2018-05-24 00:40:00,4000,0,973,13.6,58.3,3.08,3.36,2.81,0.11,87,2,3.29,3.47,3.19,0.06,82,1,3.35,3.62,3.07,0.13
2018-05-24 00:50:00,5000,0,973,13.6,57.8,2.89,3.13,2.67,0.09,79,5,3.18,3.38,2.92,0.1,73,4,3.14,3.3,2.93,0.09
2018-05-24 01:00:00,10000,0,973,13.5,58.6,2.76,2.9,2.63,0.05,68,2,2.96,3.1,2.78,0.05,62,4,2.91,3.07,2.79,0.04
2018-05-24 01:10:00,11000,0,973,13.5,59.5,2.66,2.86,2.4,0.08,66,2,3.03,3.15,2.92,0.04,57,2,2.94,3.07,2.75,0.05
2018-05-24 01:20:00,12000,0,973,13.5,59.3,2.54,2.72,2.35,0.06,73,2,2.88,3.1,2.69,0.08,63,1,2.78,3.02,2.56,0.08
2018-05-24 01:30:00,13000,0,974,13.6,58.5,2.36,2.72,2.04,0.18,82,5,2.74,3.01,2.32,0.19,67,1,2.55,2.88,2.1,0.22
2018-05-24 01:40:00,14000,0,973,13.6,58.2,2.16,2.31,1.99,0.06,89,3,2.52,2.69,2.32,0.08,70,2,2.26,2.47,2.06,0.08
2018-05-24 01:50:00,15000,0,974,13.5,58,2.1,2.31,1.94,0.07,84,3,2.44,2.64,2.23,0.08,67,3,2.17,2.42,2.01,0.07
2018-05-24 02:00:00,20000,0,974,13.5,57.8,2.08,2.22,1.94,0.05,97,4,2.19,2.32,2.04,0.06,79,3,2.12,2.33,2.01,0.06
2018-05-24 02:10:00,21000,0,973,13.5,57.7,2.08,2.26,1.94,0.05,92,3,2.24,2.41,2.14,0.06,76,3,2.15,2.33,2.01,0.05
2018-05-24 02:20:00,22000,0,973,13.5,57.6,2.03,2.22,1.72,0.12,95,2,2.11,2.32,1.77,0.12,79,2,2.09,2.29,1.78,0.12
2018-05-24 02:30:00,23000,0,974,13.4,57.7,1.53,1.81,1.4,0.11,85,5,1.66,1.86,1.54,0.07,67,5,1.57,1.83,1.41,0.09
2018-05-24 02:40:00,24000,0,974,13.3,57.7,1.45,1.53,1.4,0.03,94,5,1.48,1.68,1.31,0.09,75,5,1.42,1.51,1.32,0.04
2018-05-24 02:50:00,25000,0,974,13.3,58,1.43,1.53,1.35,0.04,83,4,1.71,1.95,1.49,0.12,65,2,1.37,1.46,1.28,0.04
2018-05-24 03:00:00,30000,0,974,13.2,58.6,1.47,1.58,1.35,0.05,67,7,2.11,2.32,1.81,0.15,53,5,1.6,1.92,1.23,0.2
2018-05-24 03:10:00,31000,0,974,13.1,58.9,1.29,1.44,1.17,0.05,64,4,1.96,2.27,1.63,0.14,49,2,1.67,1.92,1.51,0.06
2018-05-24 03:20:00,32000,0,974,13.1,58.9,1.14,1.3,1.03,0.07,76,3,1.55,1.77,1.45,0.08,52,2,1.4,1.64,1.18,0.12
2018-05-24 03:30:00,33000,0,974,13,59.5,1.17,1.26,1.03,0.04,83,3,1.5,1.59,1.4,0.03,54,1,1.38,1.46,1.28,0.04
